	subject	list	trial_type	position	item	text	span	scheme	story	trial
0	10	0	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	1
1	10	0	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	1
2	10	0	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	1
3	10	0	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	1
4	10	0	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	1
5	10	0	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	1
6	10	0	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	1
7	10	0	study	8	7	in Maine. 	[229, 239]	human	Beach	1
8	10	0	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	1
9	10	0	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	1
10	10	0	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	1
11	10	0	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	1
12	10	0	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	1
13	10	0	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	1
14	10	0	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	1
15	10	0	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	1
16	10	0	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	1
17	10	0	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	1
18	10	0	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	1
19	10	0	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	1
20	10	0	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	1
21	10	0	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	1
22	10	0	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	1
23	10	0	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	1
24	10	0	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	1
25	10	0	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	1
26	10	0	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	1
27	10	0	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	1
28	10	0	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	1
29	10	0	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	1
30	10	0	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	1
31	10	0	study	32	31	After spending some time in the water, 	[1150, 1189]	human	Beach	1
32	10	0	study	33	32	she looked up and	[1189, 1206]	human	Beach	1
33	10	0	study	34	33	saw four teenagers 	[1206, 1225]	human	Beach	1
34	10	0	study	35	34	flying colorful paragliders. 	[1225, 1254]	human	Beach	1
35	10	0	study	36	35	She thought to herself that the day was truly perfect, 	[1254, 1309]	human	Beach	1
36	10	0	study	37	36	and all anxieties from her daily life were absent for a while. 	[1309, 1372]	human	Beach	1
37	10	0	study	38	37	She closed her eyes for a few seconds to savor the moment 	[1372, 1430]	human	Beach	1
38	10	0	study	39	38	before going to lie down next to Kaylie 	[1430, 1470]	human	Beach	1
39	10	0	study	40	39	in the warm sand.	[1470, 1487]	human	Beach	1
40	10	0	recall	1	0	it was a hot , sunny day	[0, 24]	human	Beach	1
41	10	0	recall	2	1	and rachel and her friend kaylie	[24, 57]	human	Beach	1
42	10	0	recall	3	3	decided it would be a good day to go to the beach .  	[57, 109]	human	Beach	1
43	10	0	recall	4	6	they headed out to old orchard beach	[109, 146]	human	Beach	1
44	10	0	recall	5	7	in maine .  	[146, 157]	human	Beach	1
45	10	0	recall	6	4	the sun looked like a hot , yellow pellet in the sky	[157, 208]	human	Beach	1
46	10	0	recall	7	40	there were people laying under beach umbrellas wearing wide brimmed hats .	[212, 285]	human	Beach	1
47	10	0	recall	8	41	rachael decided that she would like to lay down in the sun before going swimming .  	[286, 369]	human	Beach	1
48	10	0	recall	9	42	kaylie dedcided to go for a swim .  	[369, 404]	human	Beach	1
49	10	0	recall	10	43	a little girl	[404, 418]	human	Beach	1
50	10	0	recall	11	24	in a light purple bathing suit	[418, 449]	human	Beach	1
51	10	0	recall	12	44	with two floaties	[449, 467]	human	Beach	1
52	10	0	recall	13	26	darted out in front of her	[467, 494]	human	Beach	1
53	10	0	recall	14	27	followed closely by a boy	[494, 520]	human	Beach	1
54	10	0	recall	15	28	in green shorts	[520, 535]	human	Beach	1
55	10	0	recall	16	45	.   kaylie smiled to herself remembering long past beach days	[535, 596]	human	Beach	1
56	10	0	recall	17	30	with her brothers	[596, 613]	human	Beach	1
57	10	0	recall	18	46	.   she saw 4 teenagers	[613, 636]	human	Beach	1
58	10	0	recall	19	34	flying paragliders	[636, 654]	human	Beach	1
59	10	0	recall	20	47	.   she thought about this as she walked over to lay down next to rachel ,	[654, 727]	human	Beach	1
60	10	0	recall	21	35	thinking about what a perfect day this was turning out to be	[727, 787]	human	Beach	1
61	10	1	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	2
62	10	1	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	2
63	10	1	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	2
64	10	1	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	2
65	10	1	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	2
66	10	1	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	2
67	10	1	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	2
68	10	1	study	8	7	in Maine. 	[229, 239]	human	Beach	2
69	10	1	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	2
70	10	1	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	2
71	10	1	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	2
72	10	1	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	2
73	10	1	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	2
74	10	1	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	2
75	10	1	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	2
76	10	1	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	2
77	10	1	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	2
78	10	1	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	2
79	10	1	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	2
80	10	1	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	2
81	10	1	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	2
82	10	1	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	2
83	10	1	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	2
84	10	1	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	2
85	10	1	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	2
86	10	1	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	2
87	10	1	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	2
88	10	1	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	2
89	10	1	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	2
90	10	1	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	2
91	10	1	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	2
92	10	1	study	32	31	After spending some time in the water, 	[1150, 1189]	human	Beach	2
93	10	1	study	33	32	she looked up and	[1189, 1206]	human	Beach	2
94	10	1	study	34	33	saw four teenagers 	[1206, 1225]	human	Beach	2
95	10	1	study	35	34	flying colorful paragliders. 	[1225, 1254]	human	Beach	2
96	10	1	study	36	35	She thought to herself that the day was truly perfect, 	[1254, 1309]	human	Beach	2
97	10	1	study	37	36	and all anxieties from her daily life were absent for a while. 	[1309, 1372]	human	Beach	2
98	10	1	study	38	37	She closed her eyes for a few seconds to savor the moment 	[1372, 1430]	human	Beach	2
99	10	1	study	39	38	before going to lie down next to Kaylie 	[1430, 1470]	human	Beach	2
100	10	1	study	40	39	in the warm sand.	[1470, 1487]	human	Beach	2
101	10	1	recall	1	0	it was a hot and sunny day	[0, 27]	human	Beach	2
102	10	1	recall	2	1	and kaylie and rachel	[27, 49]	human	Beach	2
103	10	1	recall	3	2	decided to take advantage of their day off	[49, 92]	human	Beach	2
104	10	1	recall	4	48	and go	[92, 99]	human	Beach	2
105	10	1	recall	5	6	to the old orchard beach	[99, 124]	human	Beach	2
106	10	1	recall	6	7	in maine .  	[124, 135]	human	Beach	2
107	10	1	recall	7	4	the sun was a hot yellow pellet	[135, 167]	human	Beach	2
108	10	1	recall	8	49	in the sky as the drove towards the beach .   there were people under umbrellas and	[167, 249]	human	Beach	2
109	10	1	recall	9	14	also people wearing wide brimmed hats	[249, 286]	human	Beach	2
110	10	1	recall	10	16	little kids were building sandcastles and decorating them with smooth shells	[289, 365]	human	Beach	2
111	10	1	recall	11	17	kaylie decided she wanted to lay down	[368, 406]	human	Beach	2
112	10	1	recall	12	50	before going into the ocean .  	[406, 436]	human	Beach	2
113	10	1	recall	13	19	rachel decided to go for a swim	[436, 467]	human	Beach	2
114	10	1	recall	14	23	a little girl with freckles	[470, 498]	human	Beach	2
115	10	1	recall	15	24	who was wearing a light purple bathing suit	[498, 542]	human	Beach	2
116	10	1	recall	16	51	with floatys	[542, 555]	human	Beach	2
117	10	1	recall	17	26	darted out in front of her	[555, 582]	human	Beach	2
118	10	1	recall	18	27	followed by a little boy	[582, 607]	human	Beach	2
119	10	1	recall	19	28	in green shorts	[607, 622]	human	Beach	2
120	10	1	recall	20	29	rachel smiled to herself thinking of the long past memories of her beach days	[625, 703]	human	Beach	2
121	10	1	recall	21	30	with her brothers	[703, 720]	human	Beach	2
122	10	1	recall	22	52	she saw a group of 4 teenagers playing with gliders .  	[723, 777]	human	Beach	2
123	10	1	recall	23	53	as she walked over to lay down next to kaylie	[777, 822]	human	Beach	2
124	10	1	recall	24	35	she thought about what perfect day this was .	[823, 867]	human	Beach	2
125	10	2	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	3
126	10	2	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	3
127	10	2	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	3
128	10	2	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	3
129	10	2	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	3
130	10	2	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	3
131	10	2	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	3
132	10	2	study	8	7	in Maine. 	[229, 239]	human	Beach	3
133	10	2	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	3
134	10	2	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	3
135	10	2	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	3
136	10	2	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	3
137	10	2	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	3
138	10	2	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	3
139	10	2	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	3
140	10	2	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	3
141	10	2	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	3
142	10	2	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	3
143	10	2	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	3
144	10	2	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	3
145	10	2	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	3
146	10	2	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	3
147	10	2	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	3
148	10	2	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	3
149	10	2	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	3
150	10	2	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	3
151	10	2	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	3
152	10	2	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	3
153	10	2	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	3
154	10	2	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	3
155	10	2	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	3
156	10	2	study	32	31	After spending some time in the water, 	[1150, 1189]	human	Beach	3
157	10	2	study	33	32	she looked up and	[1189, 1206]	human	Beach	3
158	10	2	study	34	33	saw four teenagers 	[1206, 1225]	human	Beach	3
159	10	2	study	35	34	flying colorful paragliders. 	[1225, 1254]	human	Beach	3
160	10	2	study	36	35	She thought to herself that the day was truly perfect, 	[1254, 1309]	human	Beach	3
161	10	2	study	37	36	and all anxieties from her daily life were absent for a while. 	[1309, 1372]	human	Beach	3
162	10	2	study	38	37	She closed her eyes for a few seconds to savor the moment 	[1372, 1430]	human	Beach	3
163	10	2	study	39	38	before going to lie down next to Kaylie 	[1430, 1470]	human	Beach	3
164	10	2	study	40	39	in the warm sand.	[1470, 1487]	human	Beach	3
165	10	2	recall	1	54	one summer day my friend and i	[0, 31]	human	Beach	3
166	10	2	recall	3	2	decided to take advantage of our day off	[31, 72]	human	Beach	3
167	10	2	recall	4	3	by going to the beach	[72, 94]	human	Beach	3
168	10	2	recall	5	7	in maine	[94, 102]	human	Beach	3
169	10	2	recall	6	11	when we arrived at the beach we saw a lot of people	[105, 157]	human	Beach	3
170	10	2	recall	7	55	under umbrellas , children playing , and people swimming .  	[157, 214]	human	Beach	3
171	10	2	recall	8	56	my friend decided she wanted to lay out before she went swimming .  	[214, 281]	human	Beach	3
172	10	2	recall	9	57	i decided to go for a swim .  	[281, 310]	human	Beach	3
173	10	2	recall	10	22	while walking to the shore	[310, 337]	human	Beach	3
174	10	2	recall	2	58	i	[29, 31]	human	Beach	3
175	10	2	recall	11	26	was cut off by	[339, 354]	human	Beach	3
176	10	2	recall	12	23	a little girl with freckles	[354, 382]	human	Beach	3
177	10	2	recall	13	24	in a lavender bathing suit	[382, 409]	human	Beach	3
178	10	2	recall	14	27	being chased by a little boy	[409, 437]	human	Beach	3
179	10	2	recall	15	59	.   i smiled thinking about past beach memories with my	[437, 492]	human	Beach	3
180	10	2	recall	16	30	own brothers	[492, 504]	human	Beach	3
181	10	2	recall	17	60	i watched as teenagers flew kites .  	[507, 543]	human	Beach	3
182	10	2	recall	18	61	when i was done swimming i decided to lay out with my friend .  	[543, 606]	human	Beach	3
183	10	2	recall	19	62	it truly was a beautiful day .	[606, 635]	human	Beach	3
184	11	3	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	1
185	11	3	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	1
186	11	3	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	1
187	11	3	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	1
188	11	3	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	1
189	11	3	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	1
190	11	3	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	1
191	11	3	study	8	7	in Maine. 	[229, 239]	human	Beach	1
192	11	3	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	1
193	11	3	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	1
194	11	3	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	1
195	11	3	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	1
196	11	3	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	1
197	11	3	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	1
198	11	3	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	1
199	11	3	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	1
200	11	3	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	1
201	11	3	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	1
202	11	3	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	1
203	11	3	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	1
204	11	3	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	1
205	11	3	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	1
206	11	3	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	1
207	11	3	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	1
208	11	3	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	1
209	11	3	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	1
210	11	3	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	1
211	11	3	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	1
212	11	3	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	1
213	11	3	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	1
214	11	3	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	1
215	11	3	study	32	31	After spending some time in the water, 	[1150, 1189]	human	Beach	1
216	11	3	study	33	32	she looked up and	[1189, 1206]	human	Beach	1
217	11	3	study	34	33	saw four teenagers 	[1206, 1225]	human	Beach	1
218	11	3	study	35	34	flying colorful paragliders. 	[1225, 1254]	human	Beach	1
219	11	3	study	36	35	She thought to herself that the day was truly perfect, 	[1254, 1309]	human	Beach	1
220	11	3	study	37	36	and all anxieties from her daily life were absent for a while. 	[1309, 1372]	human	Beach	1
221	11	3	study	38	37	She closed her eyes for a few seconds to savor the moment 	[1372, 1430]	human	Beach	1
222	11	3	study	39	38	before going to lie down next to Kaylie 	[1430, 1470]	human	Beach	1
223	11	3	study	40	39	in the warm sand.	[1470, 1487]	human	Beach	1
224	11	3	recall	1	0	it was a hot sunny day	[0, 23]	human	Beach	1
225	11	3	recall	2	1	and kaylie and rachel	[23, 45]	human	Beach	1
226	11	3	recall	3	63	decided to take advantage and	[45, 75]	human	Beach	1
227	11	3	recall	4	3	head out to the beach	[75, 96]	human	Beach	1
228	11	3	recall	5	64	the sun was a bright orange ball in the sky .	[98, 142]	human	Beach	1
229	11	3	recall	6	65	as they came up to the beach , they grabbed their towels and decided to lay out for a while .	[143, 234]	human	Beach	1
230	11	3	recall	7	66	  the clear blue	[234, 250]	human	Beach	1
231	11	3	recall	8	21	water looked like a million crystals glistening in the sun	[250, 308]	human	Beach	1
232	11	3	recall	9	11	the beach was full of boys and girls	[310, 347]	human	Beach	1
233	11	3	recall	10	67	playing in the water and many other people laying out on the sand .	[347, 414]	human	Beach	1
234	11	3	recall	11	17	kaylie put her towel down and sat on top of it	[414, 460]	human	Beach	1
235	11	3	recall	12	68	soon a boy wearing blue shorts ran by her followed by a girl wearing a green bathing suit .	[462, 552]	human	Beach	1
236	11	3	recall	13	69	  rachel sat back and remembered how she used to spend the summer 's	[552, 619]	human	Beach	1
237	11	3	recall	14	30	with her brothers	[619, 637]	human	Beach	1
238	11	3	recall	15	70	on the beach passing the time .	[637, 668]	human	Beach	1
239	11	3	recall	16	71	as she thought back to those memories , she relished the fact that she could relax and not think about work , but just enjoy her time anxiety free .	[668, 813]	human	Beach	1
240	11	4	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	2
241	11	4	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	2
242	11	4	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	2
243	11	4	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	2
244	11	4	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	2
245	11	4	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	2
246	11	4	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	2
247	11	4	study	8	7	in Maine. 	[229, 239]	human	Beach	2
248	11	4	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	2
249	11	4	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	2
250	11	4	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	2
251	11	4	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	2
252	11	4	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	2
253	11	4	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	2
254	11	4	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	2
255	11	4	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	2
256	11	4	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	2
257	11	4	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	2
258	11	4	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	2
259	11	4	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	2
260	11	4	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	2
261	11	4	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	2
262	11	4	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	2
263	11	4	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	2
264	11	4	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	2
265	11	4	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	2
266	11	4	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	2
267	11	4	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	2
268	11	4	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	2
269	11	4	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	2
270	11	4	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	2
271	11	4	study	32	31	After spending some time in the water, 	[1150, 1189]	human	Beach	2
272	11	4	study	33	32	she looked up and	[1189, 1206]	human	Beach	2
273	11	4	study	34	33	saw four teenagers 	[1206, 1225]	human	Beach	2
274	11	4	study	35	34	flying colorful paragliders. 	[1225, 1254]	human	Beach	2
275	11	4	study	36	35	She thought to herself that the day was truly perfect, 	[1254, 1309]	human	Beach	2
276	11	4	study	37	36	and all anxieties from her daily life were absent for a while. 	[1309, 1372]	human	Beach	2
277	11	4	study	38	37	She closed her eyes for a few seconds to savor the moment 	[1372, 1430]	human	Beach	2
278	11	4	study	39	38	before going to lie down next to Kaylie 	[1430, 1470]	human	Beach	2
279	11	4	study	40	39	in the warm sand.	[1470, 1487]	human	Beach	2
280	11	4	recall	1	0	it was a hot sunny day	[0, 23]	human	Beach	2
281	11	4	recall	2	72	at the beach	[23, 36]	human	Beach	2
282	11	4	recall	3	1	and kaylie and rachel	[36, 58]	human	Beach	2
283	11	4	recall	4	2	decided to take advantage of an off day	[58, 98]	human	Beach	2
284	11	4	recall	5	3	and head down to the beach	[98, 124]	human	Beach	2
285	11	4	recall	6	4	the sun was an optimistic yellow pellet	[126, 166]	human	Beach	2
286	11	4	recall	7	5	blistering in the sun	[166, 187]	human	Beach	2
287	11	4	recall	8	73	. they pulled into the parking lot and as they began to approach the shore line	[187, 267]	human	Beach	2
288	11	4	recall	9	9	they saw the crystal clear water	[267, 300]	human	Beach	2
289	11	4	recall	10	74	fading back into the blue horizon .	[300, 335]	human	Beach	2
290	11	4	recall	11	11	the beach was swarming with people in the ocean	[335, 383]	human	Beach	2
291	11	4	recall	12	12	sitting on the beach on pink , blue , yellow and white towels .	[387, 448]	human	Beach	2
292	11	4	recall	13	17	kaylie put her towel down and laid on the beach	[448, 496]	human	Beach	2
293	11	4	recall	14	19	while rachel headed to the ocean to take a swim	[496, 543]	human	Beach	2
294	11	4	recall	15	22	as she approached the water	[545, 573]	human	Beach	2
295	11	4	recall	16	75	a little girl wearing a yellow and pick polka dotted bathing suit ran next to her	[573, 655]	human	Beach	2
296	11	4	recall	17	27	followed by a boy	[655, 673]	human	Beach	2
297	11	4	recall	18	28	in a green swimming suit	[673, 697]	human	Beach	2
298	11	4	recall	19	76	. rachel thought back on how she used to go to the beach	[697, 754]	human	Beach	2
299	11	4	recall	20	30	with her brothers	[754, 772]	human	Beach	2
300	11	4	recall	21	77	when she was younger .	[772, 794]	human	Beach	2
301	11	4	recall	22	35	she felt that this day was perfect	[794, 829]	human	Beach	2
302	11	4	recall	23	36	and was happy that all of her anxieties were gone for the day	[829, 890]	human	Beach	2
303	11	4	recall	24	78	she deciede to stay in the water for a little longer before finally heading back over to r	[892, 982]	human	Beach	2
304	11	5	study	1	0	It was a hot, sunny day 	[0, 24]	human	Beach	3
305	11	5	study	2	1	and Kaylie and Rachel 	[24, 46]	human	Beach	3
306	11	5	study	3	2	decided to take advantage of their off day 	[46, 89]	human	Beach	3
307	11	5	study	4	3	and take a trip to the beach. 	[89, 119]	human	Beach	3
308	11	5	study	5	4	The sun was an optimistic yellow pellet, 	[119, 160]	human	Beach	3
309	11	5	study	6	5	blistering in the sky as they were on their way 	[160, 208]	human	Beach	3
310	11	5	study	7	6	to Old Orchard Beach 	[208, 229]	human	Beach	3
311	11	5	study	8	7	in Maine. 	[229, 239]	human	Beach	3
312	11	5	study	9	8	Once arriving and walking from the parking lot, 	[239, 287]	human	Beach	3
313	11	5	study	10	9	they spotted the crystal clear water 	[287, 324]	human	Beach	3
314	11	5	study	11	10	that faded into a deep blue on the horizon.	[324, 367]	human	Beach	3
315	11	5	study	12	11	The beach was swarming with people. 	[367, 403]	human	Beach	3
316	11	5	study	13	12	Some on yellow, orange, white, and pink towels, 	[403, 451]	human	Beach	3
317	11	5	study	14	13	while others were seen stretched out on lounge chairs 	[451, 505]	human	Beach	3
318	11	5	study	15	14	with broad-brimmed hats 	[505, 529]	human	Beach	3
319	11	5	study	16	15	shading their eyes from the rays of the sun. 	[529, 574]	human	Beach	3
320	11	5	study	17	16	Children were decorating sandcastles with smooth, round seashells, 	[574, 641]	human	Beach	3
321	11	5	study	18	17	and Kaylie decided to stretch out on her towel 	[641, 688]	human	Beach	3
322	11	5	study	19	18	in the sand for a quick nap 	[688, 716]	human	Beach	3
323	11	5	study	20	19	while Rachel went to cool off in the ocean. 	[716, 760]	human	Beach	3
324	11	5	study	21	20	The sun shined on the water, 	[760, 789]	human	Beach	3
325	11	5	study	22	21	causing it to look like a million little crystals. 	[789, 840]	human	Beach	3
326	11	5	study	23	22	Just before making it to the surf, 	[840, 875]	human	Beach	3
327	11	5	study	24	23	Rachel saw a little girl with freckles 	[875, 914]	human	Beach	3
328	11	5	study	25	24	in a light purple bathing suit 	[914, 945]	human	Beach	3
329	11	5	study	26	25	and little yellow floaties on her arms. 	[945, 985]	human	Beach	3
330	11	5	study	27	26	The girl darted in front of Rachel, 	[985, 1021]	human	Beach	3
331	11	5	study	28	27	closely followed by a boy 	[1021, 1047]	human	Beach	3
332	11	5	study	29	28	in green swimming shorts. 	[1047, 1073]	human	Beach	3
333	11	5	study	30	29	Rachel smiled as she reminisced on memories of beach days 	[1073, 1131]	human	Beach	3
334	11	5	study	31	30	with her brothers. 	[1131, 1150]	human	Beach	3
