	subject	list	trial_type	position	item	text	span	scheme	story	trial
4562	12	67	recall	1	610	", and he decided to follow her . 		"	[-1, 32]	human	Cat	3
4563	12	67	recall	10	611	he had no idea on earth where she could possibly be going .	[290, 348]	human	Cat	3
4564	12	67	recall	11	612	soon , though , her destination became clear .	[349, 392]	human	Cat	3
4565	12	67	recall	12	613	they were headed to a fish market .	[393, 427]	human	Cat	3
4566	12	67	recall	13	614	the man knew the owner of the fish market .	[428, 470]	human	Cat	3
4567	12	67	recall	14	615	when they arrived at the fish market , susie met up with the other neighborhood cats and together they waited by a dumpster .	[471, 594]	human	Cat	3
4568	12	67	recall	15	481	the back door to the fish market opened , and out came the owner	[595, 658]	human	Cat	3
4569	12	67	recall	16	482	he threw away a large black garbage bag and pulled out a clear plastic bag filled with fish heads	[660, 757]	human	Cat	3
4570	12	67	recall	17	483	he gave these fish heads to the cats , who swarmed around the meal enthusiastically .	[759, 843]	human	Cat	3
4571	12	67	recall	18	616	the owner looked over and saw susie 's owner .	[845, 889]	human	Cat	3
4572	12	67	recall	19	617	he walked over to him and told him how he used to throw away the fish heads in the garbage each day , but he realized the cats would n't stop getting into his dumpster to eat the fish .	[890, 1072]	human	Cat	3
4573	12	67	recall	20	618	so , he decided to just start saving them the leftover fish heads each day .	[1073, 1147]	human	Cat	3
4574	12	67	recall	21	619	susie 's owner was happy , because he 'd finally figured out where susie had been disappearing to at noon each day .	[1148, 1260]	human	Cat	3
4575	12	67	recall	22	620	  he waited until she had finished up her meal ,	[1260, 1307]	human	Cat	3
4576	12	67	recall	23	498	then together they walked back home	[1307, 1342]	human	Cat	3
4577	13	68	study	1	460	At breakfast, 	[0, 14]	human	Cat	1
4578	13	68	study	2	461	my cat Susie	[14, 26]	human	Cat	1
4579	13	68	study	3	462	sits on the deck of the pool	[26, 54]	human	Cat	1
4580	13	68	study	4	463	outside the glass doors to the kitchen.  	[54, 95]	human	Cat	1
4581	13	68	study	5	464	Bang, bang.  	[95, 108]	human	Cat	1
4582	13	68	study	6	465	She hits the door with her paw.	[108, 139]	human	Cat	1
4583	13	68	study	7	466	This means “Ryan, feed me” in Susie’s special language.  	[139, 196]	human	Cat	1
4584	13	68	study	8	467	I get up from my chair and feed her. 	[196, 233]	human	Cat	1
4585	13	68	study	9	468	I know this, because I know everything about her	[233, 281]	human	Cat	1
4586	13	68	study	10	469	or at least I think I do. 	[281, 307]	human	Cat	1
4587	13	68	study	11	470	For the life of me, I do not know where Susie goes at noon.	[307, 366]	human	Cat	1
4588	13	68	study	12	471	At eleven-thirty Saturday morning, 	[366, 401]	human	Cat	1
4589	13	68	study	13	472	I notice Susie is not at home. 	[401, 432]	human	Cat	1
4590	13	68	study	14	473	Where did she go? 	[432, 450]	human	Cat	1
4591	13	68	study	15	474	Then I spot her trotting down the street towards town. 	[450, 505]	human	Cat	1
4592	13	68	study	16	475	I quickly follow. 	[505, 523]	human	Cat	1
4593	13	68	study	17	476	Susie has turned the corner and is walking down the block towards the traffic light. 	[523, 608]	human	Cat	1
4594	13	68	study	18	477	She passes the corner store and walks behind the small strip mall, 	[608, 675]	human	Cat	1
4595	13	68	study	19	478	I start thinking that I know where she is going.	[675, 723]	human	Cat	1
4596	13	68	study	20	479	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	[723, 818]	human	Cat	1
4597	13	68	study	21	480	I see that Susie has joined several of her cat colleagues.  	[818, 878]	human	Cat	1
4598	13	68	study	22	481	Mr. Johnston comes out of the back door, carrying several black trash bags.  	[878, 955]	human	Cat	1
4599	13	68	study	23	482	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	[955, 1055]	human	Cat	1
4600	13	68	study	24	483	He scatters these on the ground and watches the cats pounce on them.  	[1055, 1125]	human	Cat	1
4601	13	68	study	25	484	He spies me lurking by the corner of the strip mall.	[1125, 1177]	human	Cat	1
4602	13	68	study	26	485	“Hi Ryan,” he calls in his thick Brooklyn accent. 	[1177, 1227]	human	Cat	1
4603	13	68	study	27	486	“So this is where Susie comes at noon,” I say, walking towards him. 	[1227, 1295]	human	Cat	1
4604	13	68	study	28	487	Mr. Johnston laughs.	[1295, 1315]	human	Cat	1
4605	13	68	study	29	488	“Yep.  All the cats come to visit me at noon.  	[1315, 1362]	human	Cat	1
4606	13	68	study	30	489	They used to tear up my garbage, 	[1362, 1395]	human	Cat	1
4607	13	68	study	31	490	so now I just put the fish heads on the ground for them. 	[1395, 1452]	human	Cat	1
4608	13	68	study	32	491	Is that your cat?” 	[1452, 1471]	human	Cat	1
4609	13	68	study	33	492	Susie ignores me.  	[1471, 1490]	human	Cat	1
4610	13	68	study	34	493	The fish head is more interesting at the moment. 	[1490, 1539]	human	Cat	1
4611	13	68	study	35	494	“Yes, that’s my Susie,” I say. 	[1539, 1570]	human	Cat	1
4612	13	68	study	36	495	“She’s here every day,” says Mr. Johnston 	[1570, 1612]	human	Cat	1
4613	13	68	study	37	496	before walking back inside the store. 	[1612, 1650]	human	Cat	1
4614	13	68	study	38	497	I wait until Susie finishes her fish head, 	[1650, 1693]	human	Cat	1
4615	13	68	study	39	498	and we walk home together.	[1693, 1719]	human	Cat	1
4616	13	68	recall	1	621	at breakfast my cat susie sits by the pool .  	[0, 45]	human	Cat	1
4617	13	68	recall	3	622	it , s ten oclock on a sunny nice day .   	[45, 84]	human	Cat	1
4618	13	68	recall	5	623	i knew susie my cat , who comes over to great me , seems to know every little thing about me , however i don < t about her .  	[84, 204]	human	Cat	1
4619	13	68	recall	6	624	for instance even thpough it is 11:30 as she is greeting me , as susie , my cat does , putrring and arching her back .  	[204, 321]	human	Cat	1
4620	13	68	recall	4	625	"i have no idea where , siusie goes at noon on a sunday .   			 susie takes off and i follow her"	[-1, 92]	human	Cat	1
4621	13	68	recall	7	478	thinking i know where she s going	[414, 446]	human	Cat	1
4622	13	68	recall	8	626	however i am surprised when it is mr. johnston < s fish shack .  	[449, 511]	human	Cat	1
4623	13	68	recall	9	627	mr johnsaton sells fish .   	[511, 538]	human	Cat	1
4624	13	68	recall	10	628	susie goes over to a trout head on the floor .	[538, 583]	human	Cat	1
4625	13	68	recall	11	629	mr. jis taking out the trash , says he used tkol put the garbahge	[584, 649]	human	Cat	1
4626	13	68	recall	12	630	, however dozen cats would s get into .  	[650, 690]	human	Cat	1
4627	13	68	recall	13	490	so now he puts the the fish heads on the floor .	[690, 737]	human	Cat	1
4628	13	68	recall	2	631	"		 i waiot foe sussie to finish eating her tasty fish head ,"	[-1, 58]	human	Cat	1
4629	13	68	recall	14	498	and then we walk home together .	[796, 827]	human	Cat	1
4630	13	69	study	1	460	At breakfast, 	[0, 14]	human	Cat	2
4631	13	69	study	2	461	my cat Susie	[14, 26]	human	Cat	2
4632	13	69	study	3	462	sits on the deck of the pool	[26, 54]	human	Cat	2
4633	13	69	study	4	463	outside the glass doors to the kitchen.  	[54, 95]	human	Cat	2
4634	13	69	study	5	464	Bang, bang.  	[95, 108]	human	Cat	2
4635	13	69	study	6	465	She hits the door with her paw.	[108, 139]	human	Cat	2
4636	13	69	study	7	466	This means “Ryan, feed me” in Susie’s special language.  	[139, 196]	human	Cat	2
4637	13	69	study	8	467	I get up from my chair and feed her. 	[196, 233]	human	Cat	2
4638	13	69	study	9	468	I know this, because I know everything about her	[233, 281]	human	Cat	2
4639	13	69	study	10	469	or at least I think I do. 	[281, 307]	human	Cat	2
4640	13	69	study	11	470	For the life of me, I do not know where Susie goes at noon.	[307, 366]	human	Cat	2
4641	13	69	study	12	471	At eleven-thirty Saturday morning, 	[366, 401]	human	Cat	2
4642	13	69	study	13	472	I notice Susie is not at home. 	[401, 432]	human	Cat	2
4643	13	69	study	14	473	Where did she go? 	[432, 450]	human	Cat	2
4644	13	69	study	15	474	Then I spot her trotting down the street towards town. 	[450, 505]	human	Cat	2
4645	13	69	study	16	475	I quickly follow. 	[505, 523]	human	Cat	2
4646	13	69	study	17	476	Susie has turned the corner and is walking down the block towards the traffic light. 	[523, 608]	human	Cat	2
4647	13	69	study	18	477	She passes the corner store and walks behind the small strip mall, 	[608, 675]	human	Cat	2
4648	13	69	study	19	478	I start thinking that I know where she is going.	[675, 723]	human	Cat	2
4649	13	69	study	20	479	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	[723, 818]	human	Cat	2
4650	13	69	study	21	480	I see that Susie has joined several of her cat colleagues.  	[818, 878]	human	Cat	2
4651	13	69	study	22	481	Mr. Johnston comes out of the back door, carrying several black trash bags.  	[878, 955]	human	Cat	2
4652	13	69	study	23	482	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	[955, 1055]	human	Cat	2
4653	13	69	study	24	483	He scatters these on the ground and watches the cats pounce on them.  	[1055, 1125]	human	Cat	2
4654	13	69	study	25	484	He spies me lurking by the corner of the strip mall.	[1125, 1177]	human	Cat	2
4655	13	69	study	26	485	“Hi Ryan,” he calls in his thick Brooklyn accent. 	[1177, 1227]	human	Cat	2
4656	13	69	study	27	486	“So this is where Susie comes at noon,” I say, walking towards him. 	[1227, 1295]	human	Cat	2
4657	13	69	study	28	487	Mr. Johnston laughs.	[1295, 1315]	human	Cat	2
4658	13	69	study	29	488	“Yep.  All the cats come to visit me at noon.  	[1315, 1362]	human	Cat	2
4659	13	69	study	30	489	They used to tear up my garbage, 	[1362, 1395]	human	Cat	2
4660	13	69	study	31	490	so now I just put the fish heads on the ground for them. 	[1395, 1452]	human	Cat	2
4661	13	69	study	32	491	Is that your cat?” 	[1452, 1471]	human	Cat	2
4662	13	69	study	33	492	Susie ignores me.  	[1471, 1490]	human	Cat	2
4663	13	69	study	34	493	The fish head is more interesting at the moment. 	[1490, 1539]	human	Cat	2
4664	13	69	study	35	494	“Yes, that’s my Susie,” I say. 	[1539, 1570]	human	Cat	2
4665	13	69	study	36	495	“She’s here every day,” says Mr. Johnston 	[1570, 1612]	human	Cat	2
4666	13	69	study	37	496	before walking back inside the store. 	[1612, 1650]	human	Cat	2
4667	13	69	study	38	497	I wait until Susie finishes her fish head, 	[1650, 1693]	human	Cat	2
4668	13	69	study	39	498	and we walk home together.	[1693, 1719]	human	Cat	2
4669	13	69	recall	1	460	at breakfast	[0, 13]	human	Cat	2
4670	13	69	recall	2	461	my cat susie	[13, 26]	human	Cat	2
4671	13	69	recall	4	632	sits by the door to the pool .  	[26, 57]	human	Cat	2
4672	13	69	recall	5	633	tap tap .  	[57, 67]	human	Cat	2
4673	13	69	recall	6	634	as if to say ryan feed me !	[67, 93]	human	Cat	2
4674	13	69	recall	8	635	in that certain special way a operson : s vcat communicates with their master .  	[94, 172]	human	Cat	2
4675	13	69	recall	9	636	i seem to my cat   know aslot about me	[172, 209]	human	Cat	2
4676	13	69	recall	7	637	", however there still was something i did n't know about them . 				 now at 1130 on a satursday morning , suzie when the door is oopened"	[-1, 131]	human	Cat	2
4677	13	69	recall	10	474	gallops off .   she is heading towards town	[341, 383]	human	Cat	2
4678	13	69	recall	11	638	st passing _ _ _ _ _ _ _ _ _ _ _ _ _ , and then to the corner store .   	[384, 442]	human	Cat	2
4679	13	69	recall	12	639	from the corner store she heads in the direction of the old strip mall .  	[442, 515]	human	Cat	2
4680	13	69	recall	13	640	i think i know where suse is going ..  	[515, 554]	human	Cat	2
4681	13	69	recall	14	641	suse goes behind the old strip mall to mr js fish .  	[554, 606]	human	Cat	2
4682	13	69	recall	15	642	mr j sees me looking at suse .  	[606, 637]	human	Cat	2
4683	13	69	recall	3	643	"and says as i am standing therer ,   "" hi ryan "" 		"	[-1, 46]	human	Cat	2
4684	13	69	recall	16	644	he taking out several black bags of garbage to the dumpster .   	[684, 747]	human	Cat	2
4685	13	69	recall	17	480	there were several cat comrades	[747, 779]	human	Cat	2
4686	13	69	recall	18	645	"eating up a bunch of foish heads .   mr j says """	[779, 827]	human	Cat	2
4687	13	69	recall	19	489	i used to put the heads in the dump , however	[827, 872]	human	Cat	2
4688	13	70	study	1	460	At breakfast, 	[0, 14]	human	Cat	3
4689	13	70	study	2	461	my cat Susie	[14, 26]	human	Cat	3
4690	13	70	study	3	462	sits on the deck of the pool	[26, 54]	human	Cat	3
4691	13	70	study	4	463	outside the glass doors to the kitchen.  	[54, 95]	human	Cat	3
4692	13	70	study	5	464	Bang, bang.  	[95, 108]	human	Cat	3
4693	13	70	study	6	465	She hits the door with her paw.	[108, 139]	human	Cat	3
4694	13	70	study	7	466	This means “Ryan, feed me” in Susie’s special language.  	[139, 196]	human	Cat	3
4695	13	70	study	8	467	I get up from my chair and feed her. 	[196, 233]	human	Cat	3
4696	13	70	study	9	468	I know this, because I know everything about her	[233, 281]	human	Cat	3
4697	13	70	study	10	469	or at least I think I do. 	[281, 307]	human	Cat	3
4698	13	70	study	11	470	For the life of me, I do not know where Susie goes at noon.	[307, 366]	human	Cat	3
4699	13	70	study	12	471	At eleven-thirty Saturday morning, 	[366, 401]	human	Cat	3
4700	13	70	study	13	472	I notice Susie is not at home. 	[401, 432]	human	Cat	3
4701	13	70	study	14	473	Where did she go? 	[432, 450]	human	Cat	3
4702	13	70	study	15	474	Then I spot her trotting down the street towards town. 	[450, 505]	human	Cat	3
4703	13	70	study	16	475	I quickly follow. 	[505, 523]	human	Cat	3
4704	13	70	study	17	476	Susie has turned the corner and is walking down the block towards the traffic light. 	[523, 608]	human	Cat	3
4705	13	70	study	18	477	She passes the corner store and walks behind the small strip mall, 	[608, 675]	human	Cat	3
4706	13	70	study	19	478	I start thinking that I know where she is going.	[675, 723]	human	Cat	3
4707	13	70	study	20	479	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	[723, 818]	human	Cat	3
4708	13	70	study	21	480	I see that Susie has joined several of her cat colleagues.  	[818, 878]	human	Cat	3
4709	13	70	study	22	481	Mr. Johnston comes out of the back door, carrying several black trash bags.  	[878, 955]	human	Cat	3
4710	13	70	study	23	482	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	[955, 1055]	human	Cat	3
4711	13	70	study	24	483	He scatters these on the ground and watches the cats pounce on them.  	[1055, 1125]	human	Cat	3
4712	13	70	study	25	484	He spies me lurking by the corner of the strip mall.	[1125, 1177]	human	Cat	3
4713	13	70	study	26	485	“Hi Ryan,” he calls in his thick Brooklyn accent. 	[1177, 1227]	human	Cat	3
4714	13	70	study	27	486	“So this is where Susie comes at noon,” I say, walking towards him. 	[1227, 1295]	human	Cat	3
4715	13	70	study	28	487	Mr. Johnston laughs.	[1295, 1315]	human	Cat	3
4716	13	70	study	29	488	“Yep.  All the cats come to visit me at noon.  	[1315, 1362]	human	Cat	3
4717	13	70	study	30	489	They used to tear up my garbage, 	[1362, 1395]	human	Cat	3
4718	13	70	study	31	490	so now I just put the fish heads on the ground for them. 	[1395, 1452]	human	Cat	3
4719	13	70	study	32	491	Is that your cat?” 	[1452, 1471]	human	Cat	3
4720	13	70	study	33	492	Susie ignores me.  	[1471, 1490]	human	Cat	3
4721	13	70	study	34	493	The fish head is more interesting at the moment. 	[1490, 1539]	human	Cat	3
4722	13	70	study	35	494	“Yes, that’s my Susie,” I say. 	[1539, 1570]	human	Cat	3
4723	13	70	study	36	495	“She’s here every day,” says Mr. Johnston 	[1570, 1612]	human	Cat	3
4724	13	70	study	37	496	before walking back inside the store. 	[1612, 1650]	human	Cat	3
4725	13	70	study	38	497	I wait until Susie finishes her fish head, 	[1650, 1693]	human	Cat	3
4726	13	70	study	39	498	and we walk home together.	[1693, 1719]	human	Cat	3
4727	13	70	recall	1	646	i sat down near the window at my house on a sunday afternoon .   	[0, 64]	human	Cat	3
4728	13	70	recall	3	647	at about eleven something ,	[64, 91]	human	Cat	3
4729	13	70	recall	4	461	my cat susie	[91, 104]	human	Cat	3
4730	13	70	recall	5	648	came by and meowed for me to open the door .  	[104, 149]	human	Cat	3
4731	13	70	recall	6	649	susie was affectionate , and seemed to know all my intracies and everything she needed to know about me , however there were still some things i did not know about susie .  	[149, 319]	human	Cat	3
4732	13	70	recall	2	650	"like for instance where did susie sopnd her her time in the afternoon , on the weekend .  			"	[-1, 90]	human	Cat	3
4733	13	70	recall	7	651	iwas deter , mined to discover this , so when she went running out the door ; i followed her .   	[410, 502]	human	Cat	3
4734	13	70	recall	8	652	she passed the shopping center on and the store on the corner ; and headed towards downtown .  	[502, 595]	human	Cat	3
4735	13	70	recall	9	653	she went behinfd the old shopping center .   	[595, 639]	human	Cat	3
4736	13	70	recall	10	654	there suse was surrounded by a dozen other cats feastinfg on fish .   	[639, 708]	human	Cat	3
4737	13	70	recall	11	655	a familiar man said my name , as he was bringing out the trash to the garbage , and stated he used to thriow away	[708, 820]	human	Cat	3
4738	13	70	recall	12	490	the fish however now he leaves them out .	[820, 860]	human	Cat	3
4739	14	71	study	1	460	At breakfast, 	[0, 14]	human	Cat	1
4740	14	71	study	2	461	my cat Susie	[14, 26]	human	Cat	1
4741	14	71	study	3	462	sits on the deck of the pool	[26, 54]	human	Cat	1
4742	14	71	study	4	463	outside the glass doors to the kitchen.  	[54, 95]	human	Cat	1
4743	14	71	study	5	464	Bang, bang.  	[95, 108]	human	Cat	1
4744	14	71	study	6	465	She hits the door with her paw.	[108, 139]	human	Cat	1
4745	14	71	study	7	466	This means “Ryan, feed me” in Susie’s special language.  	[139, 196]	human	Cat	1
4746	14	71	study	8	467	I get up from my chair and feed her. 	[196, 233]	human	Cat	1
4747	14	71	study	9	468	I know this, because I know everything about her	[233, 281]	human	Cat	1
4748	14	71	study	10	469	or at least I think I do. 	[281, 307]	human	Cat	1
4749	14	71	study	11	470	For the life of me, I do not know where Susie goes at noon.	[307, 366]	human	Cat	1
4750	14	71	study	12	471	At eleven-thirty Saturday morning, 	[366, 401]	human	Cat	1
4751	14	71	study	13	472	I notice Susie is not at home. 	[401, 432]	human	Cat	1
4752	14	71	study	14	473	Where did she go? 	[432, 450]	human	Cat	1
4753	14	71	study	15	474	Then I spot her trotting down the street towards town. 	[450, 505]	human	Cat	1
4754	14	71	study	16	475	I quickly follow. 	[505, 523]	human	Cat	1
4755	14	71	study	17	476	Susie has turned the corner and is walking down the block towards the traffic light. 	[523, 608]	human	Cat	1
4756	14	71	study	18	477	She passes the corner store and walks behind the small strip mall, 	[608, 675]	human	Cat	1
4757	14	71	study	19	478	I start thinking that I know where she is going.	[675, 723]	human	Cat	1
4758	14	71	study	20	479	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	[723, 818]	human	Cat	1
4759	14	71	study	21	480	I see that Susie has joined several of her cat colleagues.  	[818, 878]	human	Cat	1
4760	14	71	study	22	481	Mr. Johnston comes out of the back door, carrying several black trash bags.  	[878, 955]	human	Cat	1
4761	14	71	study	23	482	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	[955, 1055]	human	Cat	1
4762	14	71	study	24	483	He scatters these on the ground and watches the cats pounce on them.  	[1055, 1125]	human	Cat	1
4763	14	71	study	25	484	He spies me lurking by the corner of the strip mall.	[1125, 1177]	human	Cat	1
4764	14	71	study	26	485	“Hi Ryan,” he calls in his thick Brooklyn accent. 	[1177, 1227]	human	Cat	1
4765	14	71	study	27	486	“So this is where Susie comes at noon,” I say, walking towards him. 	[1227, 1295]	human	Cat	1
4766	14	71	study	28	487	Mr. Johnston laughs.	[1295, 1315]	human	Cat	1
4767	14	71	study	29	488	“Yep.  All the cats come to visit me at noon.  	[1315, 1362]	human	Cat	1
4768	14	71	study	30	489	They used to tear up my garbage, 	[1362, 1395]	human	Cat	1
4769	14	71	study	31	490	so now I just put the fish heads on the ground for them. 	[1395, 1452]	human	Cat	1
4770	14	71	study	32	491	Is that your cat?” 	[1452, 1471]	human	Cat	1
4771	14	71	study	33	492	Susie ignores me.  	[1471, 1490]	human	Cat	1
4772	14	71	study	34	493	The fish head is more interesting at the moment. 	[1490, 1539]	human	Cat	1
4773	14	71	study	35	494	“Yes, that’s my Susie,” I say. 	[1539, 1570]	human	Cat	1
4774	14	71	study	36	495	“She’s here every day,” says Mr. Johnston 	[1570, 1612]	human	Cat	1
4775	14	71	study	37	496	before walking back inside the store. 	[1612, 1650]	human	Cat	1
4776	14	71	study	38	497	I wait until Susie finishes her fish head, 	[1650, 1693]	human	Cat	1
4777	14	71	study	39	498	and we walk home together.	[1693, 1719]	human	Cat	1
4778	14	71	recall	1	460	at breakfast	[0, 12]	human	Cat	1
4779	14	71	recall	2	461	my cat susie	[14, 27]	human	Cat	1
4780	14	71	recall	5	462	sits on the deck of the pool	[27, 55]	human	Cat	1
4781	14	71	recall	6	463	behind the glass door near the kitchen	[57, 95]	human	Cat	1
4782	14	71	recall	7	464	bang , bang	[97, 107]	human	Cat	1
4783	14	71	recall	8	656	she hits her paw against the glass door .	[109, 149]	human	Cat	1
4784	14	71	recall	9	657	"this is her special language , meaning , "" ryan , feed me ."	[150, 204]	human	Cat	1
4785	14	71	recall	10	468	  i know everything about susie	[205, 235]	human	Cat	1
4786	14	71	recall	11	469	or at least i think i do .	[237, 263]	human	Cat	1
4787	14	71	recall	4	658	"i do n't know where susie goes at noon . 		"	[-1, 39]	human	Cat	1
4788	14	71	recall	12	471	at eleven thirty in the morning one day ,	[303, 344]	human	Cat	1
4789	14	71	recall	13	472	i notice susie is gone	[344, 366]	human	Cat	1
4790	14	71	recall	14	474	i see her heading down the street into town	[368, 411]	human	Cat	1
4791	14	71	recall	15	475	i quickly follow	[413, 429]	human	Cat	1
4792	14	71	recall	16	659	i watch her walk down the block and turn a street corner .	[431, 488]	human	Cat	1
4793	14	71	recall	17	660	  she heads towards a traffic light	[488, 522]	human	Cat	1
4794	14	71	recall	3	661	"  and goes behind a small strip mall . 		"	[-1, 37]	human	Cat	1
4795	14	71	recall	18	662	mr. johnston 's fresh fish market is a small white building in the strip mall .	[560, 637]	human	Cat	1
4796	14	71	recall	19	663	i see susie is joined by some of her cat colleagues sitting behind the building .	[638, 718]	human	Cat	1
4797	14	71	recall	20	664	mr. johnston comes out with several full black plastic bags .	[719, 779]	human	Cat	1
4798	14	71	recall	21	482	he dumps them into the trash and pulls out a clear plastic bag of fish heads	[780, 856]	human	Cat	1
4799	14	71	recall	22	483	throwing them across the floor . the cats pounce onto the food .	[858, 920]	human	Cat	1
4800	14	71	recall	23	665	""" hey ryan , "" says , mr. johnston in his heavy brooklyn accent ."	[922, 982]	human	Cat	1
4801	14	71	recall	24	666	""" so this is where susie goes every day "" i say ."	[983, 1029]	human	Cat	1
4802	14	71	recall	25	667	""" is that your"	[1030, 1043]	human	Cat	1
4803	14	72	study	1	460	At breakfast, 	[0, 14]	human	Cat	2
4804	14	72	study	2	461	my cat Susie	[14, 26]	human	Cat	2
4805	14	72	study	3	462	sits on the deck of the pool	[26, 54]	human	Cat	2
4806	14	72	study	4	463	outside the glass doors to the kitchen.  	[54, 95]	human	Cat	2
4807	14	72	study	5	464	Bang, bang.  	[95, 108]	human	Cat	2
4808	14	72	study	6	465	She hits the door with her paw.	[108, 139]	human	Cat	2
4809	14	72	study	7	466	This means “Ryan, feed me” in Susie’s special language.  	[139, 196]	human	Cat	2
4810	14	72	study	8	467	I get up from my chair and feed her. 	[196, 233]	human	Cat	2
4811	14	72	study	9	468	I know this, because I know everything about her	[233, 281]	human	Cat	2
4812	14	72	study	10	469	or at least I think I do. 	[281, 307]	human	Cat	2
4813	14	72	study	11	470	For the life of me, I do not know where Susie goes at noon.	[307, 366]	human	Cat	2
4814	14	72	study	12	471	At eleven-thirty Saturday morning, 	[366, 401]	human	Cat	2
4815	14	72	study	13	472	I notice Susie is not at home. 	[401, 432]	human	Cat	2
4816	14	72	study	14	473	Where did she go? 	[432, 450]	human	Cat	2
4817	14	72	study	15	474	Then I spot her trotting down the street towards town. 	[450, 505]	human	Cat	2
4818	14	72	study	16	475	I quickly follow. 	[505, 523]	human	Cat	2
4819	14	72	study	17	476	Susie has turned the corner and is walking down the block towards the traffic light. 	[523, 608]	human	Cat	2
4820	14	72	study	18	477	She passes the corner store and walks behind the small strip mall, 	[608, 675]	human	Cat	2
4821	14	72	study	19	478	I start thinking that I know where she is going.	[675, 723]	human	Cat	2
4822	14	72	study	20	479	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	[723, 818]	human	Cat	2
4823	14	72	study	21	480	I see that Susie has joined several of her cat colleagues.  	[818, 878]	human	Cat	2
4824	14	72	study	22	481	Mr. Johnston comes out of the back door, carrying several black trash bags.  	[878, 955]	human	Cat	2
4825	14	72	study	23	482	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	[955, 1055]	human	Cat	2
4826	14	72	study	24	483	He scatters these on the ground and watches the cats pounce on them.  	[1055, 1125]	human	Cat	2
4827	14	72	study	25	484	He spies me lurking by the corner of the strip mall.	[1125, 1177]	human	Cat	2
4828	14	72	study	26	485	“Hi Ryan,” he calls in his thick Brooklyn accent. 	[1177, 1227]	human	Cat	2
4829	14	72	study	27	486	“So this is where Susie comes at noon,” I say, walking towards him. 	[1227, 1295]	human	Cat	2
4830	14	72	study	28	487	Mr. Johnston laughs.	[1295, 1315]	human	Cat	2
4831	14	72	study	29	488	“Yep.  All the cats come to visit me at noon.  	[1315, 1362]	human	Cat	2
4832	14	72	study	30	489	They used to tear up my garbage, 	[1362, 1395]	human	Cat	2
4833	14	72	study	31	490	so now I just put the fish heads on the ground for them. 	[1395, 1452]	human	Cat	2
4834	14	72	study	32	491	Is that your cat?” 	[1452, 1471]	human	Cat	2
4835	14	72	study	33	492	Susie ignores me.  	[1471, 1490]	human	Cat	2
4836	14	72	study	34	493	The fish head is more interesting at the moment. 	[1490, 1539]	human	Cat	2
4837	14	72	study	35	494	“Yes, that’s my Susie,” I say. 	[1539, 1570]	human	Cat	2
4838	14	72	study	36	495	“She’s here every day,” says Mr. Johnston 	[1570, 1612]	human	Cat	2
4839	14	72	study	37	496	before walking back inside the store. 	[1612, 1650]	human	Cat	2
4840	14	72	study	38	497	I wait until Susie finishes her fish head, 	[1650, 1693]	human	Cat	2
4841	14	72	study	39	498	and we walk home together.	[1693, 1719]	human	Cat	2
4842	14	72	recall	1	460	at breakfast	[0, 12]	human	Cat	2
4843	14	72	recall	3	462	susie sits on the deck of the pool ,	[14, 50]	human	Cat	2
4844	14	72	recall	5	463	outside the glass door to the kitchen	[50, 87]	human	Cat	2
4845	14	72	recall	6	464	bang , bang	[89, 99]	human	Cat	2
4846	14	72	recall	7	668	she hits the door with her paw .	[101, 132]	human	Cat	2
4847	14	72	recall	8	669	"this means "" ryan , feed me "" in susie 's special language ."	[133, 188]	human	Cat	2
4848	14	72	recall	9	670	i get up out of my chair and feed her .	[189, 227]	human	Cat	2
4849	14	72	recall	10	671	i know this ,	[228, 240]	human	Cat	2
4850	14	72	recall	11	672	  because i know everything about susie	[240, 278]	human	Cat	2
4851	14	72	recall	12	469	at least i think i do .	[280, 303]	human	Cat	2
4852	14	72	recall	4	673	"i do n't know for the life of me where susie goes at noon . 		"	[-1, 58]	human	Cat	2
4853	14	72	recall	13	471	at eleven thirty saturday morning ,	[362, 397]	human	Cat	2
4854	14	72	recall	14	674	i notice that susie is n't home .	[397, 429]	human	Cat	2
4855	14	72	recall	15	675	where is she ?	[429, 442]	human	Cat	2
4856	14	72	recall	16	676	the n	[443, 448]	human	Cat	2
4857	14	72	recall	17	677	i spot her trotting down the street towards town .	[449, 498]	human	Cat	2
4858	14	72	recall	18	678	i quickly follow .	[499, 516]	human	Cat	2
4859	14	72	recall	19	679	i see her turn the corner and walk down the block towards the traffic light .	[517, 593]	human	Cat	2
4860	14	72	recall	20	680	she passes the corner store and heads behind a small strip mall .	[594, 658]	human	Cat	2
4861	14	72	recall	2	681	"i think i know where she 's going . 		"	[-1, 34]	human	Cat	2
